x,y,z
0.27412,0.58978,0.13289
0.48089,0.62634,0.16578
0.58111,0.09667,0.25901
0.43012,0.03812,0.06912
0.63456,0.06543,0.23678
0.53211,0.66234,0.17892
0.49076,0.61678,0.15745
0.36029,0.47012,0.12045
0.51987,0.63678,0.16985
0.60234,0.23978,0.39876
0.53611,0.68178,0.20685
0.37245,0.09789,0.29012
0.38976,0.01012,0.20678
0.5869,0.07412,0.27734
0.46723,0.08876,0.21645
0.31567,0.18021,0.20891
0.30899,0.65556,0.13989
0.39789,0.03834,0.07412
0.41876,0.62312,0.24267
0.47213,0.05567,0.12978
0.24945,0.68156,0.11789
0.38901,0.43929,0.07012
0.73012,0.80612,0.16234
0.49567,0.63012,0.17845
0.54234,0.15598,0.22678
0.37512,0.45829,0.08673
0.62134,0.10912,0.29178
0.39678,0.00567,0.20491
0.38891,0.13987,0.30098
0.49645,0.61012,0.16789
0.5189,0.16954,0.23798
0.74892,0.81234,0.14234
0.39176,0.00912,0.21234
0.75034,0.8189,0.18567
0.38789,0.29234,0.04345
0.37412,0.48673,0.21567
0.49678,0.61432,0.15999
0.52901,0.63145,0.17567
0.74219,0.86234,0.15789
0.35567,0.21576,0.12789
0.42511,0.13789,0.08014
0.45456,0.60478,0.20123
0.23,0.72834,0.14967
0.31901,0.18432,0.20456
0.41567,0.13901,0.06567
0.71523,0.82901,0.15784
0.32578,0.16545,0.05987
0.49234,0.57456,0.18987
0.41234,0.12845,0.07856
0.46278,0.62034,0.18912
0.74512,0.82012,0.16543
0.60512,0.18745,0.21568
0.75012,0.85678,0.17654
0.30089,0.68712,0.13498
0.52345,0.17567,0.24345
0.6589,0.07234,0.25012
0.28234,0.65456,0.08412
0.73012,0.79532,0.14589
0.37845,0.44567,0.02123
0.46012,0.59045,0.19987
0.47987,0.08534,0.22156
0.50123,0.62012,0.15567
0.38456,0.35978,0.11601
0.61789,0.14234,0.25012
0.59123,0.12987,0.25456
0.3689,0.11512,0.31167
0.31056,0.18015,0.19892
0.70123,0.81234,0.15834
0.37523,0.12345,0.31712
0.2289,0.72123,0.14534
0.29875,0.65012,0.17534
0.42345,0.15678,0.19654
0.37176,0.27645,0.05289
0.40023,0.62056,0.24834
0.77234,0.83211,0.14976
0.39345,0.44789,0.07234
0.76478,0.82312,0.17556
0.46234,0.60856,0.20538
0.36599,0.46723,0.08654
0.48767,0.63012,0.18869
0.75012,0.84999,0.17514
0.59123,0.11098,0.28345
0.62345,0.13967,0.24098
0.29856,0.61501,0.15234
0.65989,0.72567,0.17245
0.41312,0.13912,0.07654
0.59567,0.10892,0.28034
0.62245,0.05111,0.22612
0.29345,0.60456,0.15789
0.70567,0.82456,0.14567
0.45321,0.59876,0.19999
0.31876,0.45789,0.15564
0.38001,0.28023,0.01456
0.48124,0.63678,0.17245
0.33578,0.67045,0.11892
0.40245,0.18832,0.20189
0.29745,0.63478,0.17347
0.61812,0.13167,0.25445
0.36178,0.11567,0.29012
0.37589,0.45501,0.08612
0.7869,0.83998,0.18273
0.52834,0.65367,0.19125
0.29321,0.69278,0.14456
0.37534,0.44078,0.09612
0.26034,0.67678,0.11345
0.22568,0.76023,0.13812
0.14899,0.71241,0.16364
0.42678,0.09145,0.11678
0.37634,0.46056,0.05078
0.32654,0.69123,0.12456
0.38645,0.29478,0.04701
0.47234,0.60512,0.19123
0.49999,0.6389,0.18034
0.47123,0.09089,0.21456
0.61987,0.14189,0.24112
0.26145,0.68098,0.13589
0.23891,0.74834,0.15678
0.36298,0.44768,0.02713
0.46175,0.05489,0.19176
0.34987,0.46412,0.02198
0.28756,0.67812,0.13976
0.3489,0.64712,0.18145
0.33278,0.60701,0.12689
0.40123,0.59234,0.18579
0.63512,0.18876,0.22745
0.48234,0.06432,0.11876
0.78321,0.81987,0.16999
0.34782,0.19345,0.08523
0.32234,0.18756,0.19987
0.60567,0.14456,0.26234
0.72058,0.82015,0.16084
0.44567,0.61512,0.18456
0.32012,0.62567,0.14012
0.37583,0.27045,0.06234
0.78543,0.81567,0.16891
0.27512,0.66034,0.15089
0.35214,0.64134,0.18001
0.41531,0.06212,0.20456
0.29467,0.61999,0.1485
0.33234,0.67891,0.12345
0.60123,0.19567,0.2201
0.36012,0.47034,0.08513
0.35978,0.10112,0.29001
0.64089,0.08245,0.21134
0.27987,0.64456,0.16678
0.61478,0.11345,0.27102
0.29512,0.61345,0.15789
0.37689,0.36978,0.12456
0.61256,0.19234,0.21089
0.42985,0.03789,0.06895
0.51234,0.62578,0.16243
0.38912,0.46089,0.09567
0.43987,0.40127,0.12354
0.48767,0.62812,0.17456
0.32012,0.63234,0.15567
0.62678,0.13212,0.25237
0.40123,0.59812,0.23645
0.62412,0.05345,0.23278
0.71867,0.80412,0.16056
0.38901,0.50234,0.13645
0.59067,0.08534,0.2637
0.62089,0.08245,0.24892
0.68845,0.80211,0.16278
0.61876,0.14012,0.24467
0.72899,0.81256,0.16894
0.36512,0.45912,0.07234
0.70645,0.81333,0.15267
0.54056,0.15432,0.21789
0.46327,0.05512,0.19278
0.34945,0.21456,0.12678
0.32145,0.69012,0.11834
0.48412,0.57298,0.19712
0.41045,0.13765,0.06989
0.47023,0.09109,0.22345
0.42012,0.08745,0.11487
0.46789,0.09678,0.21012
0.34567,0.43012,0.07891
0.31543,0.67521,0.12534
0.52567,0.63045,0.16315
0.62512,0.13321,0.25876
0.47012,0.62389,0.18354
0.37512,0.48436,0.19834
0.37067,0.49012,0.03145
0.39278,0.22045,0.15791
0.37389,0.45234,0.01991
0.16358,0.7089,0.17789
0.3589,0.18967,0.08312
0.36825,0.42784,0.14999
0.40567,0.11534,0.31245
0.37345,0.46567,0.08123
0.15567,0.70589,0.17912
0.34678,0.46634,0.02356
0.29789,0.67654,0.13512
0.28712,0.63456,0.17834
0.15268,0.69567,0.16234
0.45567,0.60567,0.18212
0.65234,0.80567,0.14789
0.37567,0.46028,0.11763
0.36892,0.13456,0.31176
0.29456,0.69234,0.13965
0.37156,0.10734,0.27259
0.41567,0.13901,0.07123
0.36789,0.45145,0.07438
0.51234,0.17567,0.13579
0.73654,0.81034,0.16689
0.39678,0.44867,0.07512
0.47101,0.63456,0.16934
0.48765,0.57901,0.20012
0.33789,0.46789,0.02012
0.47123,0.62487,0.16501
0.39356,0.36412,0.11467
0.47567,0.04512,0.1389
0.75612,0.85123,0.17356
0.37612,0.04891,0.22678
0.31789,0.62345,0.13976
0.46789,0.59987,0.2189
0.42987,0.53245,0.24567
0.37812,0.35589,0.12012
0.22789,0.71678,0.13984
0.63567,0.06512,0.22756
0.62012,0.14034,0.24025
0.45234,0.61321,0.15978
0.24287,0.69456,0.13623
0.33012,0.61089,0.16234
0.38845,0.47134,0.02178
0.41234,0.04567,0.08329
0.42567,0.06534,0.08912
0.39034,0.23589,0.15745
0.37089,0.02089,0.25378
0.35567,0.18012,0.07891
0.42234,0.09145,0.11456
0.75012,0.86045,0.16987
0.43045,0.61789,0.24034
0.27512,0.63578,0.10567
0.37234,0.10098,0.27654
0.32987,0.60456,0.12489
0.46345,0.61067,0.20649
0.35012,0.46567,0.01789
0.37012,0.11689,0.31567
0.34012,0.47389,0.08034
0.70098,0.80456,0.15189
0.47089,0.09098,0.21734
0.28012,0.65893,0.13945
0.38357,0.43652,0.15945
0.34678,0.46533,0.01876
0.35011,0.43987,0.14623
0.30478,0.56045,0.13011
0.47891,0.61567,0.17245
0.49217,0.06412,0.13234
0.73156,0.81478,0.17789
0.41567,0.50567,0.12345
0.33789,0.68234,0.13045
0.36789,0.58012,0.16234
0.25432,0.67489,0.12967
0.37456,0.11012,0.28456
0.45213,0.08456,0.20345
0.39678,0.44412,0.06345
0.76012,0.83045,0.17206
0.50567,0.67012,0.18834
0.58067,0.09612,0.25478
0.39298,0.23012,0.15294
0.39198,0.43856,0.15012
0.40345,0.22034,0.15789
0.75978,0.84234,0.16423
0.31845,0.61456,0.12134
0.57632,0.07384,0.26579
0.22001,0.73089,0.14778
0.33745,0.60321,0.12476
0.64789,0.0689,0.24012
0.37745,0.27645,0.00987
0.37784,0.43999,0.15421
0.32654,0.69123,0.12045
0.44056,0.07543,0.14089
0.42034,0.06098,0.14567
0.62198,0.14389,0.23876
0.31701,0.63154,0.11839
0.40234,0.03345,0.07867
0.29078,0.61456,0.15523
0.51423,0.65897,0.21589
0.4889,0.62123,0.18078
0.47689,0.65067,0.18245
0.62234,0.18945,0.21234
0.28712,0.64012,0.16415
0.39234,0.47412,0.08256
0.72634,0.80278,0.15903
0.62045,0.07956,0.24456
0.68512,0.79856,0.14984
0.32689,0.49567,0.11673
0.376,0.48456,0.10787
0.37234,0.11023,0.27367
0.46834,0.09123,0.21345
0.43901,0.07345,0.19323
0.39678,0.48765,0.03456
0.42456,0.08978,0.11389
0.52467,0.64056,0.21348
0.62056,0.20789,0.27239
0.47056,0.59456,0.19328
0.39456,0.51578,0.12876
0.37901,0.04456,0.22111
0.46987,0.62534,0.16845
0.39654,0.49111,0.23678
0.42512,0.05789,0.21098
0.64534,0.04876,0.21345
0.48234,0.57231,0.20127
0.25634,0.68821,0.15467
0.40789,0.18012,0.20245
0.29867,0.62989,0.17023
0.37256,0.47789,0.21921
0.15876,0.71345,0.18129
0.40567,0.49534,0.12598
0.46678,0.60891,0.21234
0.31001,0.52578,0.15321
0.33789,0.68012,0.12543
0.14987,0.70234,0.17101
0.39123,0.60567,0.12956
0.45678,0.30112,0.07856
0.48876,0.64423,0.16867
0.31999,0.67456,0.11767
0.37001,0.46833,0.07934
0.24687,0.67524,0.11389
0.49234,0.65432,0.17901
0.36345,0.17012,0.09378
0.61239,0.19212,0.21145
0.34012,0.20034,0.12045
0.52834,0.61234,0.19123
0.59012,0.11111,0.27234
0.40234,0.23567,0.15234
0.76543,0.84056,0.18259
0.25098,0.67345,0.12345
0.31678,0.18645,0.20834
0.26532,0.66345,0.12876
0.29341,0.61012,0.13456
0.36876,0.44812,0.01789
0.36601,0.42234,0.15078
0.42871,0.09234,0.11667
0.69841,0.79215,0.17453
0.49321,0.63456,0.18045
0.36723,0.4519,0.01745
0.57812,0.09123,0.28451
0.7189,0.80423,0.15123
0.39254,0.48214,0.03891
0.29876,0.66894,0.12987
0.27234,0.65987,0.14734
0.69012,0.77345,0.14678
0.43012,0.06098,0.18534
0.39367,0.23478,0.15583
0.47512,0.5509,0.18678
0.37891,0.58912,0.07529
0.49001,0.65999,0.16425
0.69012,0.79567,0.14078
0.26345,0.68012,0.11456
0.48125,0.65019,0.16534
0.41234,0.04567,0.20312
0.36579,0.11589,0.29012
0.39034,0.36012,0.11789
0.44001,0.05234,0.07345
0.36012,0.19234,0.08256
0.31901,0.18234,0.11678
0.33634,0.60456,0.13189
0.26248,0.68239,0.15876
0.37601,0.45789,0.01432
0.31876,0.17523,0.11789
0.58023,0.17512,0.24891
0.42012,0.60567,0.22891
0.48789,0.60845,0.16234
0.41256,0.61234,0.22799
0.41234,0.02834,0.07891
0.58123,0.19345,0.24067
0.50123,0.64089,0.17823
0.37001,0.01789,0.23145
0.39456,0.22812,0.15278
0.73467,0.79412,0.14714
0.59999,0.10745,0.27456
0.21678,0.73245,0.14567
0.27901,0.64987,0.16523
0.63945,0.06412,0.23567
0.40678,0.13029,0.06712
0.6019,0.07545,0.27012
0.21,0.72567,0.14789
0.51689,0.17812,0.23678
0.29712,0.61245,0.16473
0.78345,0.82976,0.15783
0.33045,0.67987,0.11876
0.35912,0.18678,0.08245
0.42567,0.05234,0.19045
0.54023,0.63845,0.17678
0.46789,0.03256,0.12234
0.59456,0.11345,0.28689
0.34789,0.21245,0.12534
0.35987,0.12001,0.30891
0.48892,0.64985,0.17109
0.62211,0.06012,0.22245
0.63678,0.06345,0.23956
0.36678,0.45867,0.02234
0.31012,0.68234,0.11567
0.62834,0.05789,0.21178
0.61299,0.19266,0.21176
0.56234,0.64567,0.17891
0.60999,0.13576,0.25012
0.34145,0.64876,0.18067
0.29012,0.65012,0.09789
0.61275,0.19212,0.21167
0.36045,0.19034,0.08567
0.35812,0.11067,0.27589
0.68012,0.80089,0.15999
0.52134,0.63989,0.1789
0.49012,0.61578,0.16345
0.36713,0.48234,0.09567
0.46812,0.06987,0.12012
0.33445,0.60812,0.12389
0.39176,0.14892,0.30721
0.38179,0.45867,0.09057
0.61876,0.13534,0.25123
0.59087,0.08034,0.27562
0.39421,0.45876,0.05914
0.34267,0.39876,0.13412
0.26901,0.64523,0.08891
0.41456,0.13689,0.07356
0.59345,0.11112,0.28578
0.41999,0.09023,0.11434
0.46829,0.65512,0.18234
0.32678,0.61123,0.11456
0.29678,0.64445,0.12612
0.37123,0.11678,0.32012
0.36857,0.27145,0.04987
0.48156,0.62234,0.16987
0.39678,0.44234,0.14976
0.61101,0.19321,0.20789
0.48765,0.6289,0.20345
0.35978,0.10834,0.26891
0.29034,0.66245,0.13587
0.52045,0.65534,0.19876
0.31689,0.63712,0.12045
0.33112,0.69045,0.12912
0.51987,0.6489,0.17523
0.38912,0.37245,0.11678
0.64012,0.07891,0.24034
0.77234,0.82567,0.17612
0.74056,0.82512,0.15512
0.52034,0.62045,0.16033
0.31829,0.62845,0.12345
0.53321,0.61098,0.16945
0.25012,0.71834,0.15562
0.79123,0.82567,0.17534
0.61845,0.13579,0.25012
0.36634,0.44115,0.0225
0.37456,0.47983,0.09112
0.29561,0.6289,0.14789
0.76345,0.83912,0.16612
0.37056,0.10012,0.29018
0.52991,0.66879,0.21423
0.73567,0.82034,0.17523
0.71089,0.81178,0.15967
0.46345,0.61112,0.20789
0.34987,0.47251,0.13789
0.61291,0.19282,0.21173
0.33776,0.61012,0.12856
0.53987,0.15567,0.22234
0.46876,0.08812,0.22045
0.76289,0.86656,0.14745
0.74896,0.80567,0.17234
0.47512,0.09345,0.21567
0.78045,0.84999,0.16123
0.34834,0.46701,0.02245
0.39722,0.22589,0.15412
0.32512,0.69567,0.12145
0.29567,0.62012,0.14923
0.70023,0.81076,0.15234
0.52345,0.63278,0.17984
0.43112,0.17965,0.19045
0.36178,0.44799,0.02245
0.28891,0.67234,0.13701
0.57789,0.09567,0.24512
0.40512,0.17523,0.19845
0.39123,0.14456,0.29567
0.27756,0.59089,0.13342
0.39545,0.23186,0.15129
0.48432,0.58067,0.19987
0.3709,0.00876,0.22234
0.37712,0.59029,0.09384
0.73892,0.79345,0.14879
0.29012,0.6889,0.11023
0.58356,0.09798,0.25789
0.31234,0.18001,0.19876
0.75999,0.83012,0.17123
0.26123,0.67345,0.10778
0.47945,0.57389,0.19765
0.39317,0.17102,0.18989
0.39501,0.22478,0.15634
0.29678,0.63123,0.17156
0.31845,0.62176,0.13823
0.32876,0.67891,0.12245
0.51532,0.63111,0.17329
0.14789,0.75567,0.13678
0.22045,0.71098,0.13678
0.36367,0.22789,0.12945
0.71634,0.79089,0.16101
0.39012,0.35745,0.11129
0.45234,0.60567,0.18475
0.41456,0.13589,0.06421
0.42567,0.60789,0.24012
0.49012,0.63845,0.17321
0.35089,0.21112,0.12234
0.35012,0.61045,0.13211
0.76901,0.84156,0.16478
0.47999,0.65567,0.17701
0.23978,0.74956,0.15179
0.41078,0.60345,0.21987
0.31456,0.68234,0.11567
0.42287,0.09278,0.11623
0.48765,0.63512,0.17829
0.37245,0.44412,0.12347
0.58912,0.07891,0.27135
0.36841,0.46218,0.11587
0.59019,0.07512,0.27194
0.37345,0.26234,0.02789
0.75891,0.86112,0.15945
0.35489,0.46211,0.01945
0.61158,0.13876,0.24867
0.22245,0.73211,0.15012
0.33129,0.16245,0.05567
0.43211,0.59789,0.18412
0.29987,0.49876,0.08765
0.62012,0.11567,0.27534
0.23256,0.70234,0.14195
0.32876,0.64056,0.13345
0.30512,0.68234,0.11012
0.39456,0.57834,0.08901
0.46054,0.63021,0.15873
0.51876,0.65589,0.18145
0.48765,0.64876,0.17389
0.64012,0.05891,0.24034
0.61256,0.13501,0.24789
0.15234,0.69845,0.17312
0.37589,0.45234,0.02011
0.59123,0.08901,0.2619
0.76078,0.85567,0.16624
0.41076,0.18923,0.19678
0.35034,0.64421,0.17999
0.36678,0.26111,0.02801
0.49567,0.62345,0.15829
0.32789,0.69012,0.12567
0.42012,0.03541,0.08673
0.44456,0.61567,0.19867
0.41567,0.05512,0.21987
0.31234,0.64876,0.13789
0.6129,0.19229,0.21155
0.41278,0.13512,0.07367
0.61478,0.19678,0.21456
0.33123,0.67678,0.11789
0.71234,0.11789,0.16543
0.34768,0.46981,0.02678
0.41325,0.58872,0.22567
0.47201,0.62789,0.16611
0.5889,0.08645,0.25995
0.58012,0.14067,0.21567
0.76289,0.83476,0.17929
0.76423,0.82145,0.19678
0.39251,0.04123,0.22789
0.55567,0.69531,0.17824
0.61098,0.14234,0.24112
0.73218,0.79634,0.14567
0.33212,0.49098,0.11812
0.36234,0.2111,0.12856
0.32845,0.61876,0.13456
0.37456,0.10678,0.27123
0.21734,0.73345,0.14012
0.52634,0.65978,0.20423
0.36678,0.21901,0.12698
0.32789,0.60123,0.13845
0.35892,0.19201,0.08689
0.63412,0.80673,0.17524
0.36234,0.10345,0.28329
0.39876,0.17234,0.20789
0.39874,0.46233,0.07445
0.23829,0.71012,0.13746
0.40123,0.22987,0.15689
0.71234,0.80145,0.16789
0.65012,0.82534,0.15321
0.30241,0.60576,0.14978
0.73567,0.81876,0.14189
0.58012,0.09589,0.25812
0.73456,0.75012,0.14567
0.42123,0.57734,0.25367
0.65432,0.08056,0.24567
0.21567,0.73045,0.14678
0.75098,0.83045,0.14129
0.39245,0.01987,0.20123
0.37201,0.42067,0.14534
0.59012,0.09456,0.26234
0.27456,0.67289,0.11045
0.31678,0.67123,0.13991
0.45678,0.64235,0.19327
0.31445,0.18123,0.20734
0.57876,0.11823,0.26289
0.52789,0.62045,0.17567
0.42456,0.58103,0.24678
0.69034,0.79567,0.14589
0.29854,0.40234,0.14523
0.36249,0.46012,0.19895
0.78101,0.86012,0.15123
0.33512,0.64823,0.14279
0.14012,0.71111,0.16278
0.29789,0.62234,0.15123
0.37812,0.48156,0.21678
0.44234,0.61976,0.21893
0.52567,0.67589,0.21012
0.27654,0.68234,0.14789
0.61289,0.15912,0.24067
0.61456,0.15834,0.24412
0.33876,0.16034,0.07123
0.31478,0.17987,0.20312
0.57789,0.08475,0.25968
0.38825,0.36056,0.11492
0.5179,0.64895,0.18671
0.36412,0.21689,0.12134
0.50123,0.83045,0.16512
0.33567,0.19567,0.20123
0.31321,0.65978,0.14012
0.38456,0.23567,0.32923
0.72678,0.80678,0.15999
0.40645,0.13912,0.06421
0.48156,0.62891,0.16234
0.67012,0.79056,0.14484
0.40045,0.52589,0.12012
0.34256,0.64123,0.14067
0.28334,0.68001,0.13698
0.73089,0.82147,0.16767
0.49012,0.5789,0.19934
0.14298,0.71478,0.1789
0.34789,0.45234,0.14983
0.58456,0.13567,0.32923
0.59012,0.10876,0.28456
0.31834,0.18789,0.20245
0.77023,0.86512,0.16573
0.72001,0.80239,0.16478
0.61567,0.13089,0.25098
0.62045,0.12345,0.25432
0.73654,0.83145,0.16578
0.31987,0.6889,0.11323
0.29567,0.62034,0.15512
0.76234,0.83567,0.17489
0.74567,0.81234,0.15987
0.52045,0.61734,0.17212
0.26845,0.64825,0.14267
0.61854,0.13289,0.24891
0.30922,0.17856,0.19823
0.47234,0.08765,0.21845
0.44567,0.60289,0.17012
0.33123,0.68145,0.11478
0.14897,0.71239,0.16362
0.31987,0.67891,0.11623
0.4189,0.12345,0.33012
0.71234,0.81012,0.14237
0.61789,0.18954,0.20867
0.39245,0.23278,0.15389
0.48891,0.55823,0.17563
0.39451,0.44876,0.06912
0.48091,0.61845,0.17012
0.52345,0.63678,0.17201
0.29367,0.65089,0.09673
0.46999,0.63001,0.16492
0.72099,0.82356,0.15678
0.3789,0.47501,0.22067
0.42567,0.04876,0.07012
0.59999,0.11012,0.28345
0.75345,0.84367,0.16892
0.46789,0.09976,0.21123
0.48234,0.62098,0.16579
0.31012,0.65989,0.18123
0.32456,0.61567,0.11589
0.72056,0.81012,0.15567
0.41012,0.18567,0.20134
0.48567,0.64455,0.17891
0.54312,0.09234,0.27213
0.61634,0.13678,0.25012
0.3321,0.43876,0.14457
0.51123,0.63345,0.17456
0.58432,0.09567,0.25389
0.59089,0.14967,0.24111
0.29378,0.60716,0.16599
0.48456,0.62999,0.18998
0.42234,0.05512,0.06978
0.27632,0.64476,0.14592
0.72589,0.79678,0.14532
0.58278,0.10999,0.25234
0.34512,0.47012,0.02234
0.27689,0.64891,0.16345
0.75234,0.81567,0.14523
0.21567,0.67012,0.15089
0.41578,0.13201,0.06845
0.3735,0.27345,0.01376
0.31412,0.18901,0.21089
0.77067,0.82654,0.17099
0.38675,0.36112,0.11789
0.78567,0.85023,0.17412
0.32894,0.60345,0.12347
0.39678,0.45012,0.06812
0.48623,0.63457,0.15973
0.42456,0.08812,0.12001
0.32789,0.12012,0.12567
0.30912,0.18034,0.19901
0.50567,0.61578,0.17891
0.43456,0.06789,0.12112
0.3119,0.68067,0.11412
0.47234,0.62145,0.16678
0.34876,0.46812,0.13967
0.39101,0.36289,0.11234
0.6119,0.13789,0.24678
0.39145,0.37089,0.12045
0.76489,0.84123,0.17356
0.74023,0.81567,0.17421
0.36123,0.28765,0.05567
0.47678,0.61545,0.15429
0.29375,0.67956,0.12689
0.29567,0.66112,0.17934
0.45091,0.05876,0.18123
0.37682,0.46412,0.08678
0.36101,0.12345,0.30234
0.46789,0.08123,0.12345
0.27654,0.63001,0.14267
0.40567,0.5889,0.17932
0.35234,0.61012,0.15067
0.76234,0.82567,0.17123
0.74012,0.80589,0.18023
0.40321,0.11876,0.3109
0.53045,0.64567,0.18367
0.31987,0.68156,0.14523
0.28891,0.60734,0.13987
0.37256,0.59345,0.06712
0.51234,0.21789,0.26543
0.68056,0.80345,0.14367
0.36567,0.21478,0.12345
0.37012,0.42567,0.15123
0.52123,0.64056,0.17589
0.52567,0.62045,0.16034
0.67245,0.8089,0.15378
0.53248,0.63567,0.18534
0.47456,0.08765,0.21567
0.42789,0.09321,0.11456
0.47234,0.61567,0.16234
0.61567,0.08034,0.24245
0.32578,0.19012,0.19834
0.61234,0.79845,0.15234
0.31234,0.66045,0.14312
0.74234,0.82245,0.17923
0.61834,0.14256,0.24067
0.21549,0.55023,0.14567
0.78812,0.85234,0.15189
0.35176,0.46834,0.02074
0.49678,0.56012,0.20134
0.34945,0.47199,0.14278
0.43012,0.05578,0.07783
0.37876,0.42421,0.14389
0.72478,0.80999,0.14322
0.61345,0.13467,0.2589
0.26078,0.65034,0.08723
0.39234,0.37845,0.12456
0.24234,0.73012,0.15158
0.39111,0.44123,0.06578
0.27656,0.45834,0.13687
0.75745,0.82765,0.17012
0.42536,0.04876,0.20234
0.33412,0.19311,0.12028
0.32156,0.61345,0.13612
0.40321,0.02435,0.07312
0.34489,0.64987,0.17612
0.39678,0.18212,0.20756
0.30012,0.61876,0.15901
0.29745,0.61234,0.15623
0.38812,0.44789,0.14589
0.47567,0.64012,0.18856
0.32812,0.68765,0.12289
0.43345,0.03423,0.07345
0.31045,0.60178,0.14567
0.61789,0.13521,0.24567
0.37689,0.02256,0.25012
0.57901,0.08678,0.24956
0.35891,0.41945,0.15012
0.64789,0.06891,0.22234
0.39598,0.17456,0.18678
0.27834,0.64892,0.09567
0.41234,0.13689,0.07012
0.77345,0.84189,0.16214
0.28876,0.65012,0.14567
0.23012,0.74076,0.16023
0.43678,0.06345,0.12567
0.39856,0.22045,0.15634
0.14389,0.71987,0.17598
0.38567,0.5089,0.13133
0.27456,0.68512,0.11998
0.53567,0.80234,0.14567
0.62012,0.13245,0.25367
0.35892,0.47345,0.09476
0.74712,0.81876,0.15789
0.63001,0.07567,0.22567
0.23012,0.72456,0.14567
0.60234,0.14123,0.25012
0.42678,0.14589,0.08234
0.54012,0.64578,0.17021
0.47214,0.62632,0.16523
0.37345,0.48234,0.11011
0.31345,0.63023,0.12234
0.60321,0.11567,0.27912
0.29634,0.61789,0.15432
0.41845,0.18678,0.20321
0.41845,0.56234,0.16789
0.51923,0.62534,0.18245
0.48892,0.61701,0.18067
0.27456,0.66123,0.09345
0.60987,0.14578,0.25412
0.39701,0.58812,0.18138
0.33987,0.49678,0.11734
0.28456,0.61234,0.13012
0.35067,0.46223,0.02118
0.46534,0.60678,0.16421
0.68512,0.82234,0.15123
0.58567,0.07601,0.26389
0.48934,0.66278,0.17789
0.39111,0.48267,0.03689
0.61987,0.14567,0.25189
0.64578,0.19834,0.26845
0.48634,0.64211,0.17999
0.25812,0.62534,0.14276
0.42345,0.48456,0.11835
0.32789,0.63812,0.14056
0.24122,0.70789,0.12654
0.38456,0.45567,0.06178
0.49345,0.61678,0.18145
0.21456,0.73678,0.14321
0.3689,0.01089,0.23012
0.58678,0.19234,0.23789
0.61999,0.10789,0.29345
0.2689,0.66123,0.12678
0.37259,0.45218,0.03147
0.42634,0.19145,0.20867
0.31689,0.67765,0.11867
0.36012,0.10567,0.27934
0.31012,0.17812,0.20678
0.39246,0.48433,0.03612
0.42976,0.06134,0.12987
0.41567,0.60045,0.40567
0.41789,0.14567,0.07345
0.41189,0.18478,0.20012
0.32712,0.18456,0.11567
0.71012,0.80245,0.15578
0.50034,0.62045,0.17892
0.39067,0.43765,0.07689
0.41256,0.60567,0.25013
0.58678,0.07456,0.26423
0.47589,0.09256,0.21245
0.6789,0.80456,0.16654
0.62678,0.07845,0.24367
0.42098,0.09112,0.11834
0.39099,0.30634,0.03789
0.36891,0.45312,0.07334
0.62012,0.11678,0.26989
0.35891,0.11234,0.26578
0.43912,0.06584,0.19825
0.49876,0.65012,0.17945
0.72987,0.81188,0.16899
0.74892,0.85678,0.15445
0.40556,0.23456,0.15734
0.31123,0.18167,0.20789
0.49567,0.64023,0.17745
0.35012,0.48067,0.11456
0.69987,0.80999,0.15312
0.38345,0.03876,0.23999
0.48679,0.6021,0.17667
0.49001,0.63521,0.16892
0.21987,0.7389,0.13556
0.30321,0.65567,0.17891
0.39487,0.44218,0.07123
0.36789,0.45012,0.03478
0.48002,0.55678,0.19001
0.31789,0.18987,0.20345
0.77123,0.82914,0.16822
0.58765,0.10456,0.27389
0.50345,0.62678,0.17589
0.33345,0.42088,0.14978
0.26567,0.67012,0.08321
0.46278,0.60715,0.20567
0.25089,0.67678,0.11912
0.33012,0.17856,0.07219
0.61356,0.15898,0.24601
0.36512,0.45567,0.02157
0.30123,0.6189,0.15673
0.52617,0.67012,0.20145
0.27634,0.65567,0.16912
0.68245,0.79634,0.16045
0.28987,0.60845,0.14976
0.50234,0.61012,0.19989
0.40567,0.12567,0.07231
0.15823,0.70567,0.17389
0.31567,0.18534,0.20234
0.73589,0.85001,0.16245
0.40213,0.18876,0.19987
0.72567,0.80512,0.15734
0.42567,0.58245,0.25034
0.39678,0.14234,0.31245
0.71892,0.82834,0.18276
0.62345,0.07256,0.22978
0.42678,0.03378,0.07345
0.37512,0.48934,0.22589
0.64578,0.05467,0.21999
0.47567,0.63123,0.16987
0.50745,0.63589,0.17934
0.48234,0.62589,0.19012
0.76678,0.84345,0.17912
0.42234,0.59012,0.19534
0.24589,0.72512,0.12012
0.34267,0.18012,0.07056
0.80045,0.85567,0.14567
0.41012,0.46034,0.05987
0.37234,0.27689,0.05123
0.26534,0.69234,0.14456
0.58012,0.10623,0.25012
0.27543,0.65123,0.16432
0.73345,0.82256,0.16098
0.35213,0.47284,0.14329
0.33098,0.61789,0.12645
0.33045,0.65218,0.13891
0.30234,0.70045,0.14234
0.36976,0.13112,0.31598
0.47456,0.09012,0.21412
0.61012,0.20567,0.27523
0.40512,0.45512,0.08967
0.38567,0.47012,0.02987
0.58123,0.08345,0.25567
0.40321,0.31045,0.11678
0.22789,0.73012,0.14899
0.37892,0.26673,0.05678
0.46678,0.55312,0.17867
